CODE,SHORT DESCRIPTION (VALID ICD-10 FY2026),LONG DESCRIPTION (VALID ICD-10 FY2026),NF EXCL
M05161,Rheumatoid lung disease w rheumatoid arthritis of right knee,Rheumatoid lung disease with rheumatoid arthritis of right knee,
M05162,Rheumatoid lung disease w rheumatoid arthritis of left knee,Rheumatoid lung disease with rheumatoid arthritis of left knee,
M05169,Rheumatoid lung disease w rheumatoid arthritis of unsp knee,Rheumatoid lung disease with rheumatoid arthritis of unspecified knee,
M05171,Rheu lung disease w rheumatoid arthritis of right ank/ft,Rheumatoid lung disease with rheumatoid arthritis of right ankle and foot,
M05172,Rheu lung disease w rheumatoid arthritis of left ank/ft,Rheumatoid lung disease with rheumatoid arthritis of left ankle and foot,
M05179,Rheu lung disease w rheumatoid arthritis of unsp ank/ft,Rheumatoid lung disease with rheumatoid arthritis of unspecified ankle and foot,
M0519,Rheumatoid lung disease w rheumatoid arthritis mult site,Rheumatoid lung disease with rheumatoid arthritis of multiple sites,
M0520,Rheumatoid vasculitis with rheumatoid arthritis of unsp site,Rheumatoid vasculitis with rheumatoid arthritis of unspecified site,
M05211,Rheumatoid vasculitis w rheumatoid arthritis of r shoulder,Rheumatoid vasculitis with rheumatoid arthritis of right shoulder,
M05212,Rheumatoid vasculitis w rheumatoid arthritis of l shoulder,Rheumatoid vasculitis with rheumatoid arthritis of left shoulder,
M05219,Rheu vasculitis w rheumatoid arthritis of unsp shoulder,Rheumatoid vasculitis with rheumatoid arthritis of unspecified shoulder,
M05221,Rheumatoid vasculitis w rheumatoid arthritis of right elbow,Rheumatoid vasculitis with rheumatoid arthritis of right elbow,
M05222,Rheumatoid vasculitis w rheumatoid arthritis of left elbow,Rheumatoid vasculitis with rheumatoid arthritis of left elbow,
M05229,Rheumatoid vasculitis w rheumatoid arthritis of unsp elbow,Rheumatoid vasculitis with rheumatoid arthritis of unspecified elbow,
M05231,Rheumatoid vasculitis w rheumatoid arthritis of right wrist,Rheumatoid vasculitis with rheumatoid arthritis of right wrist,
M05232,Rheumatoid vasculitis w rheumatoid arthritis of left wrist,Rheumatoid vasculitis with rheumatoid arthritis of left wrist,
M05239,Rheumatoid vasculitis w rheumatoid arthritis of unsp wrist,Rheumatoid vasculitis with rheumatoid arthritis of unspecified wrist,
M05241,Rheumatoid vasculitis w rheumatoid arthritis of right hand,Rheumatoid vasculitis with rheumatoid arthritis of right hand,
M05242,Rheumatoid vasculitis with rheumatoid arthritis of left hand,Rheumatoid vasculitis with rheumatoid arthritis of left hand,
M05249,Rheumatoid vasculitis with rheumatoid arthritis of unsp hand,Rheumatoid vasculitis with rheumatoid arthritis of unspecified hand,
M05251,Rheumatoid vasculitis with rheumatoid arthritis of right hip,Rheumatoid vasculitis with rheumatoid arthritis of right hip,
M05252,Rheumatoid vasculitis with rheumatoid arthritis of left hip,Rheumatoid vasculitis with rheumatoid arthritis of left hip,
M05259,Rheumatoid vasculitis with rheumatoid arthritis of unsp hip,Rheumatoid vasculitis with rheumatoid arthritis of unspecified hip,
M05261,Rheumatoid vasculitis w rheumatoid arthritis of right knee,Rheumatoid vasculitis with rheumatoid arthritis of right knee,
M05262,Rheumatoid vasculitis with rheumatoid arthritis of left knee,Rheumatoid vasculitis with rheumatoid arthritis of left knee,
M05269,Rheumatoid vasculitis with rheumatoid arthritis of unsp knee,Rheumatoid vasculitis with rheumatoid arthritis of unspecified knee,
M05271,Rheumatoid vasculitis w rheumatoid arthritis of right ank/ft,Rheumatoid vasculitis with rheumatoid arthritis of right ankle and foot,
M05272,Rheumatoid vasculitis w rheumatoid arthritis of left ank/ft,Rheumatoid vasculitis with rheumatoid arthritis of left ankle and foot,
M05279,Rheumatoid vasculitis w rheumatoid arthritis of unsp ank/ft,Rheumatoid vasculitis with rheumatoid arthritis of unspecified ankle and foot,
M0529,Rheumatoid vasculitis w rheumatoid arthritis mult site,Rheumatoid vasculitis with rheumatoid arthritis of multiple sites,
M0530,Rheumatoid heart disease w rheumatoid arthritis of unsp site,Rheumatoid heart disease with rheumatoid arthritis of unspecified site,
M05311,Rheu heart disease w rheumatoid arthritis of r shoulder,Rheumatoid heart disease with rheumatoid arthritis of right shoulder,
M05312,Rheu heart disease w rheumatoid arthritis of l shoulder,Rheumatoid heart disease with rheumatoid arthritis of left shoulder,
M05319,Rheu heart disease w rheumatoid arthritis of unsp shoulder,Rheumatoid heart disease with rheumatoid arthritis of unspecified shoulder,
M05321,Rheumatoid heart disease w rheumatoid arthritis of r elbow,Rheumatoid heart disease with rheumatoid arthritis of right elbow,
M05322,Rheumatoid heart disease w rheumatoid arthritis of l elbow,Rheumatoid heart disease with rheumatoid arthritis of left elbow,
M05329,Rheu heart disease w rheumatoid arthritis of unsp elbow,Rheumatoid heart disease with rheumatoid arthritis of unspecified elbow,
M05331,Rheumatoid heart disease w rheumatoid arthritis of r wrist,Rheumatoid heart disease with rheumatoid arthritis of right wrist,
M05332,Rheumatoid heart disease w rheumatoid arthritis of l wrist,Rheumatoid heart disease with rheumatoid arthritis of left wrist,
M05339,Rheu heart disease w rheumatoid arthritis of unsp wrist,Rheumatoid heart disease with rheumatoid arthritis of unspecified wrist,
M05341,Rheu heart disease w rheumatoid arthritis of right hand,Rheumatoid heart disease with rheumatoid arthritis of right hand,
M05342,Rheumatoid heart disease w rheumatoid arthritis of left hand,Rheumatoid heart disease with rheumatoid arthritis of left hand,
M05349,Rheumatoid heart disease w rheumatoid arthritis of unsp hand,Rheumatoid heart disease with rheumatoid arthritis of unspecified hand,
M05351,Rheumatoid heart disease w rheumatoid arthritis of right hip,Rheumatoid heart disease with rheumatoid arthritis of right hip,
M05352,Rheumatoid heart disease w rheumatoid arthritis of left hip,Rheumatoid heart disease with rheumatoid arthritis of left hip,
M05359,Rheumatoid heart disease w rheumatoid arthritis of unsp hip,Rheumatoid heart disease with rheumatoid arthritis of unspecified hip,
M05361,Rheu heart disease w rheumatoid arthritis of right knee,Rheumatoid heart disease with rheumatoid arthritis of right knee,
M05362,Rheumatoid heart disease w rheumatoid arthritis of left knee,Rheumatoid heart disease with rheumatoid arthritis of left knee,
M05369,Rheumatoid heart disease w rheumatoid arthritis of unsp knee,Rheumatoid heart disease with rheumatoid arthritis of unspecified knee,
M05371,Rheu heart disease w rheumatoid arthritis of right ank/ft,Rheumatoid heart disease with rheumatoid arthritis of right ankle and foot,
M05372,Rheu heart disease w rheumatoid arthritis of left ank/ft,Rheumatoid heart disease with rheumatoid arthritis of left ankle and foot,
M05379,Rheu heart disease w rheumatoid arthritis of unsp ank/ft,Rheumatoid heart disease with rheumatoid arthritis of unspecified ankle and foot,
M0539,Rheumatoid heart disease w rheumatoid arthritis mult site,Rheumatoid heart disease with rheumatoid arthritis of multiple sites,
M0540,Rheumatoid myopathy with rheumatoid arthritis of unsp site,Rheumatoid myopathy with rheumatoid arthritis of unspecified site,
M05411,Rheumatoid myopathy w rheumatoid arthritis of right shoulder,Rheumatoid myopathy with rheumatoid arthritis of right shoulder,
M05412,Rheumatoid myopathy w rheumatoid arthritis of left shoulder,Rheumatoid myopathy with rheumatoid arthritis of left shoulder,
M05419,Rheumatoid myopathy w rheumatoid arthritis of unsp shoulder,Rheumatoid myopathy with rheumatoid arthritis of unspecified shoulder,
M05421,Rheumatoid myopathy with rheumatoid arthritis of right elbow,Rheumatoid myopathy with rheumatoid arthritis of right elbow,
M05422,Rheumatoid myopathy with rheumatoid arthritis of left elbow,Rheumatoid myopathy with rheumatoid arthritis of left elbow,
M05429,Rheumatoid myopathy with rheumatoid arthritis of unsp elbow,Rheumatoid myopathy with rheumatoid arthritis of unspecified elbow,
M05431,Rheumatoid myopathy with rheumatoid arthritis of right wrist,Rheumatoid myopathy with rheumatoid arthritis of right wrist,
M05432,Rheumatoid myopathy with rheumatoid arthritis of left wrist,Rheumatoid myopathy with rheumatoid arthritis of left wrist,
M05439,Rheumatoid myopathy with rheumatoid arthritis of unsp wrist,Rheumatoid myopathy with rheumatoid arthritis of unspecified wrist,
M05441,Rheumatoid myopathy with rheumatoid arthritis of right hand,Rheumatoid myopathy with rheumatoid arthritis of right hand,
M05442,Rheumatoid myopathy with rheumatoid arthritis of left hand,Rheumatoid myopathy with rheumatoid arthritis of left hand,
M05449,Rheumatoid myopathy with rheumatoid arthritis of unsp hand,Rheumatoid myopathy with rheumatoid arthritis of unspecified hand,
M05451,Rheumatoid myopathy with rheumatoid arthritis of right hip,Rheumatoid myopathy with rheumatoid arthritis of right hip,
M05452,Rheumatoid myopathy with rheumatoid arthritis of left hip,Rheumatoid myopathy with rheumatoid arthritis of left hip,
M05459,Rheumatoid myopathy with rheumatoid arthritis of unsp hip,Rheumatoid myopathy with rheumatoid arthritis of unspecified hip,
M05461,Rheumatoid myopathy with rheumatoid arthritis of right knee,Rheumatoid myopathy with rheumatoid arthritis of right knee,
M05462,Rheumatoid myopathy with rheumatoid arthritis of left knee,Rheumatoid myopathy with rheumatoid arthritis of left knee,
M05469,Rheumatoid myopathy with rheumatoid arthritis of unsp knee,Rheumatoid myopathy with rheumatoid arthritis of unspecified knee,
M05471,Rheumatoid myopathy w rheumatoid arthritis of right ank/ft,Rheumatoid myopathy with rheumatoid arthritis of right ankle and foot,
M05472,Rheumatoid myopathy w rheumatoid arthritis of left ank/ft,Rheumatoid myopathy with rheumatoid arthritis of left ankle and foot,
M05479,Rheumatoid myopathy w rheumatoid arthritis of unsp ank/ft,Rheumatoid myopathy with rheumatoid arthritis of unspecified ankle and foot,
M0549,Rheumatoid myopathy w rheumatoid arthritis of multiple sites,Rheumatoid myopathy with rheumatoid arthritis of multiple sites,
M0550,Rheumatoid polyneurop w rheumatoid arthritis of unsp site,Rheumatoid polyneuropathy with rheumatoid arthritis of unspecified site,
M05511,Rheumatoid polyneurop w rheumatoid arthritis of r shoulder,Rheumatoid polyneuropathy with rheumatoid arthritis of right shoulder,
M05512,Rheumatoid polyneurop w rheumatoid arthritis of l shoulder,Rheumatoid polyneuropathy with rheumatoid arthritis of left shoulder,
M05519,Rheu polyneurop w rheumatoid arthritis of unsp shoulder,Rheumatoid polyneuropathy with rheumatoid arthritis of unspecified shoulder,
M05521,Rheumatoid polyneurop w rheumatoid arthritis of right elbow,Rheumatoid polyneuropathy with rheumatoid arthritis of right elbow,
M05522,Rheumatoid polyneurop w rheumatoid arthritis of left elbow,Rheumatoid polyneuropathy with rheumatoid arthritis of left elbow,
M05529,Rheumatoid polyneurop w rheumatoid arthritis of unsp elbow,Rheumatoid polyneuropathy with rheumatoid arthritis of unspecified elbow,
M05531,Rheumatoid polyneurop w rheumatoid arthritis of right wrist,Rheumatoid polyneuropathy with rheumatoid arthritis of right wrist,
M05532,Rheumatoid polyneurop w rheumatoid arthritis of left wrist,Rheumatoid polyneuropathy with rheumatoid arthritis of left wrist,
M05539,Rheumatoid polyneurop w rheumatoid arthritis of unsp wrist,Rheumatoid polyneuropathy with rheumatoid arthritis of unspecified wrist,
M05541,Rheumatoid polyneurop w rheumatoid arthritis of right hand,Rheumatoid polyneuropathy with rheumatoid arthritis of right hand,
M05542,Rheumatoid polyneurop w rheumatoid arthritis of left hand,Rheumatoid polyneuropathy with rheumatoid arthritis of left hand,
M05549,Rheumatoid polyneurop w rheumatoid arthritis of unsp hand,Rheumatoid polyneuropathy with rheumatoid arthritis of unspecified hand,
M05551,Rheumatoid polyneurop w rheumatoid arthritis of right hip,Rheumatoid polyneuropathy with rheumatoid arthritis of right hip,
M05552,Rheumatoid polyneuropathy w rheumatoid arthritis of left hip,Rheumatoid polyneuropathy with rheumatoid arthritis of left hip,
M05559,Rheumatoid polyneuropathy w rheumatoid arthritis of unsp hip,Rheumatoid polyneuropathy with rheumatoid arthritis of unspecified hip,
M05561,Rheumatoid polyneurop w rheumatoid arthritis of right knee,Rheumatoid polyneuropathy with rheumatoid arthritis of right knee,
M05562,Rheumatoid polyneurop w rheumatoid arthritis of left knee,Rheumatoid polyneuropathy with rheumatoid arthritis of left knee,
M05569,Rheumatoid polyneurop w rheumatoid arthritis of unsp knee,Rheumatoid polyneuropathy with rheumatoid arthritis of unspecified knee,
M05571,Rheumatoid polyneurop w rheumatoid arthritis of right ank/ft,Rheumatoid polyneuropathy with rheumatoid arthritis of right ankle and foot,
M05572,Rheumatoid polyneurop w rheumatoid arthritis of left ank/ft,Rheumatoid polyneuropathy with rheumatoid arthritis of left ankle and foot,
M05579,Rheumatoid polyneurop w rheumatoid arthritis of unsp ank/ft,Rheumatoid polyneuropathy with rheumatoid arthritis of unspecified ankle and foot,
M0559,Rheumatoid polyneuropathy w rheumatoid arthritis mult site,Rheumatoid polyneuropathy with rheumatoid arthritis of multiple sites,
M0560,Rheu arthritis of unsp site w involv of organs and systems,Rheumatoid arthritis of unspecified site with involvement of other organs and systems,
M05611,Rheu arthritis of r shoulder w involv of organs and systems,Rheumatoid arthritis of right shoulder with involvement of other organs and systems,
M05612,Rheu arthritis of l shoulder w involv of organs and systems,Rheumatoid arthritis of left shoulder with involvement of other organs and systems,
M05619,Rheu arthrit of unsp shoulder w involv of organs and systems,Rheumatoid arthritis of unspecified shoulder with involvement of other organs and systems,
M05621,Rheu arthritis of r elbow w involv of organs and systems,Rheumatoid arthritis of right elbow with involvement of other organs and systems,
M05622,Rheu arthritis of l elbow w involv of organs and systems,Rheumatoid arthritis of left elbow with involvement of other organs and systems,
M05629,Rheu arthritis of unsp elbow w involv of organs and systems,Rheumatoid arthritis of unspecified elbow with involvement of other organs and systems,
M05631,Rheu arthritis of r wrist w involv of organs and systems,Rheumatoid arthritis of right wrist with involvement of other organs and systems,
M05632,Rheu arthritis of l wrist w involv of organs and systems,Rheumatoid arthritis of left wrist with involvement of other organs and systems,
M05639,Rheu arthritis of unsp wrist w involv of organs and systems,Rheumatoid arthritis of unspecified wrist with involvement of other organs and systems,
M05641,Rheu arthritis of right hand w involv of organs and systems,Rheumatoid arthritis of right hand with involvement of other organs and systems,
M05642,Rheu arthritis of left hand w involv of organs and systems,Rheumatoid arthritis of left hand with involvement of other organs and systems,
M05649,Rheu arthritis of unsp hand w involv of organs and systems,Rheumatoid arthritis of unspecified hand with involvement of other organs and systems,
M05651,Rheu arthritis of right hip w involv of organs and systems,Rheumatoid arthritis of right hip with involvement of other organs and systems,
M05652,Rheu arthritis of left hip w involv of organs and systems,Rheumatoid arthritis of left hip with involvement of other organs and systems,
M05659,Rheu arthritis of unsp hip w involv of organs and systems,Rheumatoid arthritis of unspecified hip with involvement of other organs and systems,
M05661,Rheu arthritis of right knee w involv of organs and systems,Rheumatoid arthritis of right knee with involvement of other organs and systems,
M05662,Rheu arthritis of left knee w involv of organs and systems,Rheumatoid arthritis of left knee with involvement of other organs and systems,
M05669,Rheu arthritis of unsp knee w involv of organs and systems,Rheumatoid arthritis of unspecified knee with involvement of other organs and systems,
M05671,Rheu arthrit of right ank/ft w involv of organs and systems,Rheumatoid arthritis of right ankle and foot with involvement of other organs and systems,
M05672,Rheu arthritis of left ank/ft w involv of organs and systems,Rheumatoid arthritis of left ankle and foot with involvement of other organs and systems,
M05679,Rheu arthritis of unsp ank/ft w involv of organs and systems,Rheumatoid arthritis of unspecified ankle and foot with involvement of other organs and systems,
M0569,Rheu arthritis mult site w involv of organs and systems,Rheumatoid arthritis of multiple sites with involvement of other organs and systems,
M0570,Rheu arthritis w rheu factor of unsp site w/o org/sys involv,Rheumatoid arthritis with rheumatoid factor of unspecified site without organ or systems involvement,
M05711,Rheu arthrit w rheu factor of r shoulder w/o org/sys involv,Rheumatoid arthritis with rheumatoid factor of right shoulder without organ or systems involvement,
M05712,Rheu arthrit w rheu factor of l shoulder w/o org/sys involv,Rheumatoid arthritis with rheumatoid factor of left shoulder without organ or systems involvement,
M05719,Rheu arthrit w rheu factor of unsp shldr w/o org/sys involv,Rheumatoid arthritis with rheumatoid factor of unspecified shoulder without organ or systems involvement,
M05721,Rheu arthritis w rheu factor of r elbow w/o org/sys involv,Rheumatoid arthritis with rheumatoid factor of right elbow without organ or systems involvement,
M05722,Rheu arthritis w rheu factor of l elbow w/o org/sys involv,Rheumatoid arthritis with rheumatoid factor of left elbow without organ or systems involvement,
M05729,Rheu arthrit w rheu factor of unsp elbow w/o org/sys involv,Rheumatoid arthritis with rheumatoid factor of unspecified elbow without organ or systems involvement,
M05731,Rheu arthritis w rheu factor of r wrist w/o org/sys involv,Rheumatoid arthritis with rheumatoid factor of right wrist without organ or systems involvement,
M05732,Rheu arthritis w rheu factor of l wrist w/o org/sys involv,Rheumatoid arthritis with rheumatoid factor of left wrist without organ or systems involvement,
M05739,Rheu arthrit w rheu factor of unsp wrist w/o org/sys involv,Rheumatoid arthritis with rheumatoid factor of unspecified wrist without organ or systems involvement,
M05741,Rheu arthritis w rheu factor of r hand w/o org/sys involv,Rheumatoid arthritis with rheumatoid factor of right hand without organ or systems involvement,
M05742,Rheu arthritis w rheu factor of left hand w/o org/sys involv,Rheumatoid arthritis with rheumatoid factor of left hand without organ or systems involvement,
M05749,Rheu arthritis w rheu factor of unsp hand w/o org/sys involv,Rheumatoid arthritis with rheumatoid factor of unspecified hand without organ or systems involvement,
M05751,Rheu arthritis w rheu factor of right hip w/o org/sys involv,Rheumatoid arthritis with rheumatoid factor of right hip without organ or systems involvement,
M05752,Rheu arthritis w rheu factor of left hip w/o org/sys involv,Rheumatoid arthritis with rheumatoid factor of left hip without organ or systems involvement,
M05759,Rheu arthritis w rheu factor of unsp hip w/o org/sys involv,Rheumatoid arthritis with rheumatoid factor of unspecified hip without organ or systems involvement,
M05761,Rheu arthritis w rheu factor of r knee w/o org/sys involv,Rheumatoid arthritis with rheumatoid factor of right knee without organ or systems involvement,
M05762,Rheu arthritis w rheu factor of left knee w/o org/sys involv,Rheumatoid arthritis with rheumatoid factor of left knee without organ or systems involvement,
M05769,Rheu arthritis w rheu factor of unsp knee w/o org/sys involv,Rheumatoid arthritis with rheumatoid factor of unspecified knee without organ or systems involvement,
M05771,Rheu arthrit w rheu fctr of right ank/ft w/o org/sys involv,Rheumatoid arthritis with rheumatoid factor of right ankle and foot without organ or systems involvement,
M05772,Rheu arthrit w rheu factor of left ank/ft w/o org/sys involv,Rheumatoid arthritis with rheumatoid factor of left ankle and foot without organ or systems involvement,
M05779,Rheu arthrit w rheu factor of unsp ank/ft w/o org/sys involv,Rheumatoid arthritis with rheumatoid factor of unspecified ankle and foot without organ or systems involvement,
M0579,Rheu arthritis w rheu factor mult site w/o org/sys involv,Rheumatoid arthritis with rheumatoid factor of multiple sites without organ or systems involvement,
M057A,Rheu arthrit with rheu factor of oth site w/o org/sys invl,Rheumatoid arthritis with rheumatoid factor of other specified site without organ or systems involvement,
M0580,Oth rheumatoid arthritis with rheumatoid factor of unsp site,Other rheumatoid arthritis with rheumatoid factor of unspecified site,
M05811,Oth rheumatoid arthritis w rheumatoid factor of r shoulder,Other rheumatoid arthritis with rheumatoid factor of right shoulder,
M05812,Oth rheumatoid arthritis w rheumatoid factor of l shoulder,Other rheumatoid arthritis with rheumatoid factor of left shoulder,
M05819,Oth rheu arthritis w rheumatoid factor of unsp shoulder,Other rheumatoid arthritis with rheumatoid factor of unspecified shoulder,
M05821,Oth rheumatoid arthritis w rheumatoid factor of right elbow,Other rheumatoid arthritis with rheumatoid factor of right elbow,
M05822,Oth rheumatoid arthritis w rheumatoid factor of left elbow,Other rheumatoid arthritis with rheumatoid factor of left elbow,
M05829,Oth rheumatoid arthritis w rheumatoid factor of unsp elbow,Other rheumatoid arthritis with rheumatoid factor of unspecified elbow,
M05831,Oth rheumatoid arthritis w rheumatoid factor of right wrist,Other rheumatoid arthritis with rheumatoid factor of right wrist,
M05832,Oth rheumatoid arthritis w rheumatoid factor of left wrist,Other rheumatoid arthritis with rheumatoid factor of left wrist,
M05839,Oth rheumatoid arthritis w rheumatoid factor of unsp wrist,Other rheumatoid arthritis with rheumatoid factor of unspecified wrist,
M05841,Oth rheumatoid arthritis w rheumatoid factor of right hand,Other rheumatoid arthritis with rheumatoid factor of right hand,
M05842,Oth rheumatoid arthritis with rheumatoid factor of left hand,Other rheumatoid arthritis with rheumatoid factor of left hand,
M05849,Oth rheumatoid arthritis with rheumatoid factor of unsp hand,Other rheumatoid arthritis with rheumatoid factor of unspecified hand,
M05851,Oth rheumatoid arthritis with rheumatoid factor of right hip,Other rheumatoid arthritis with rheumatoid factor of right hip,
M05852,Oth rheumatoid arthritis with rheumatoid factor of left hip,Other rheumatoid arthritis with rheumatoid factor of left hip,
M05859,Oth rheumatoid arthritis with rheumatoid factor of unsp hip,Other rheumatoid arthritis with rheumatoid factor of unspecified hip,
M05861,Oth rheumatoid arthritis w rheumatoid factor of right knee,Other rheumatoid arthritis with rheumatoid factor of right knee,
M05862,Oth rheumatoid arthritis with rheumatoid factor of left knee,Other rheumatoid arthritis with rheumatoid factor of left knee,
M05869,Oth rheumatoid arthritis with rheumatoid factor of unsp knee,Other rheumatoid arthritis with rheumatoid factor of unspecified knee,
M05871,Oth rheumatoid arthritis w rheumatoid factor of right ank/ft,Other rheumatoid arthritis with rheumatoid factor of right ankle and foot,
M05872,Oth rheumatoid arthritis w rheumatoid factor of left ank/ft,Other rheumatoid arthritis with rheumatoid factor of left ankle and foot,
M05879,Oth rheumatoid arthritis w rheumatoid factor of unsp ank/ft,Other rheumatoid arthritis with rheumatoid factor of unspecified ankle and foot,
M0589,Oth rheumatoid arthritis w rheumatoid factor mult site,Other rheumatoid arthritis with rheumatoid factor of multiple sites,
M058A,Other rheu arthritis with rheumatoid factor of oth site,Other rheumatoid arthritis with rheumatoid factor of other specified site,
M059,"Rheumatoid arthritis with rheumatoid factor, unspecified","Rheumatoid arthritis with rheumatoid factor, unspecified",
M05A,Abnormal rheumatoid factor and anti-citrullinated protein antibody with rheumatoid arthritis,Abnormal rheumatoid factor and anti-citrullinated protein antibody with rheumatoid arthritis,
M0600,"Rheumatoid arthritis without rheumatoid factor, unsp site","Rheumatoid arthritis without rheumatoid factor, unspecified site",
M06011,"Rheumatoid arthritis w/o rheumatoid factor, right shoulder","Rheumatoid arthritis without rheumatoid factor, right shoulder",
M06012,"Rheumatoid arthritis w/o rheumatoid factor, left shoulder","Rheumatoid arthritis without rheumatoid factor, left shoulder",
M06019,"Rheumatoid arthritis w/o rheumatoid factor, unsp shoulder","Rheumatoid arthritis without rheumatoid factor, unspecified shoulder",
M06021,"Rheumatoid arthritis without rheumatoid factor, right elbow","Rheumatoid arthritis without rheumatoid factor, right elbow",
M06022,"Rheumatoid arthritis without rheumatoid factor, left elbow","Rheumatoid arthritis without rheumatoid factor, left elbow",
M06029,"Rheumatoid arthritis without rheumatoid factor, unsp elbow","Rheumatoid arthritis without rheumatoid factor, unspecified elbow",
M06031,"Rheumatoid arthritis without rheumatoid factor, right wrist","Rheumatoid arthritis without rheumatoid factor, right wrist",
M06032,"Rheumatoid arthritis without rheumatoid factor, left wrist","Rheumatoid arthritis without rheumatoid factor, left wrist",
M06039,"Rheumatoid arthritis without rheumatoid factor, unsp wrist","Rheumatoid arthritis without rheumatoid factor, unspecified wrist",
M06041,"Rheumatoid arthritis without rheumatoid factor, right hand","Rheumatoid arthritis without rheumatoid factor, right hand",
M06042,"Rheumatoid arthritis without rheumatoid factor, left hand","Rheumatoid arthritis without rheumatoid factor, left hand",
M06049,"Rheumatoid arthritis without rheumatoid factor, unsp hand","Rheumatoid arthritis without rheumatoid factor, unspecified hand",
M06051,"Rheumatoid arthritis without rheumatoid factor, right hip","Rheumatoid arthritis without rheumatoid factor, right hip",
M06052,"Rheumatoid arthritis without rheumatoid factor, left hip","Rheumatoid arthritis without rheumatoid factor, left hip",
M06059,"Rheumatoid arthritis without rheumatoid factor, unsp hip","Rheumatoid arthritis without rheumatoid factor, unspecified hip",
M06061,"Rheumatoid arthritis without rheumatoid factor, right knee","Rheumatoid arthritis without rheumatoid factor, right knee",
M06062,"Rheumatoid arthritis without rheumatoid factor, left knee","Rheumatoid arthritis without rheumatoid factor, left knee",
M06069,"Rheumatoid arthritis without rheumatoid factor, unsp knee","Rheumatoid arthritis without rheumatoid factor, unspecified knee",
M06071,"Rheumatoid arthritis w/o rheumatoid factor, right ank/ft","Rheumatoid arthritis without rheumatoid factor, right ankle and foot",
M06072,"Rheumatoid arthritis w/o rheumatoid factor, left ank/ft","Rheumatoid arthritis without rheumatoid factor, left ankle and foot",
M06079,"Rheumatoid arthritis w/o rheumatoid factor, unsp ank/ft","Rheumatoid arthritis without rheumatoid factor, unspecified ankle and foot",
M0608,"Rheumatoid arthritis without rheumatoid factor, vertebrae","Rheumatoid arthritis without rheumatoid factor, vertebrae",
M0609,"Rheumatoid arthritis w/o rheumatoid factor, multiple sites","Rheumatoid arthritis without rheumatoid factor, multiple sites",
M060A,"Rheumatoid arthritis without rheumatoid factor, oth site","Rheumatoid arthritis without rheumatoid factor, other specified site",
M0680,"Other specified rheumatoid arthritis, unspecified site","Other specified rheumatoid arthritis, unspecified site",
M06811,"Other specified rheumatoid arthritis, right shoulder","Other specified rheumatoid arthritis, right shoulder",
M06812,"Other specified rheumatoid arthritis, left shoulder","Other specified rheumatoid arthritis, left shoulder",
M06819,"Other specified rheumatoid arthritis, unspecified shoulder","Other specified rheumatoid arthritis, unspecified shoulder",
M06821,"Other specified rheumatoid arthritis, right elbow","Other specified rheumatoid arthritis, right elbow",
M06822,"Other specified rheumatoid arthritis, left elbow","Other specified rheumatoid arthritis, left elbow",
M06829,"Other specified rheumatoid arthritis, unspecified elbow","Other specified rheumatoid arthritis, unspecified elbow",
M06831,"Other specified rheumatoid arthritis, right wrist","Other specified rheumatoid arthritis, right wrist",
M06832,"Other specified rheumatoid arthritis, left wrist","Other specified rheumatoid arthritis, left wrist",
M06839,"Other specified rheumatoid arthritis, unspecified wrist","Other specified rheumatoid arthritis, unspecified wrist",
M06841,"Other specified rheumatoid arthritis, right hand","Other specified rheumatoid arthritis, right hand",
M06842,"Other specified rheumatoid arthritis, left hand","Other specified rheumatoid arthritis, left hand",
M06849,"Other specified rheumatoid arthritis, unspecified hand","Other specified rheumatoid arthritis, unspecified hand",
M06851,"Other specified rheumatoid arthritis, right hip","Other specified rheumatoid arthritis, right hip",
M06852,"Other specified rheumatoid arthritis, left hip","Other specified rheumatoid arthritis, left hip",
M06859,"Other specified rheumatoid arthritis, unspecified hip","Other specified rheumatoid arthritis, unspecified hip",
M06861,"Other specified rheumatoid arthritis, right knee","Other specified rheumatoid arthritis, right knee",
M06862,"Other specified rheumatoid arthritis, left knee","Other specified rheumatoid arthritis, left knee",
M06869,"Other specified rheumatoid arthritis, unspecified knee","Other specified rheumatoid arthritis, unspecified knee",
M06871,"Other specified rheumatoid arthritis, right ankle and foot","Other specified rheumatoid arthritis, right ankle and foot",
M06872,"Other specified rheumatoid arthritis, left ankle and foot","Other specified rheumatoid arthritis, left ankle and foot",
M06879,"Oth rheumatoid arthritis, unspecified ankle and foot","Other specified rheumatoid arthritis, unspecified ankle and foot",
M0688,"Other specified rheumatoid arthritis, vertebrae","Other specified rheumatoid arthritis, vertebrae",
M0689,"Other specified rheumatoid arthritis, multiple sites","Other specified rheumatoid arthritis, multiple sites",
M068A ,"Other specified rheumatoid arthritis, other specified site","Other specified rheumatoid arthritis, other specified site",
M069,"Rheumatoid arthritis, unspecified","Rheumatoid arthritis, unspecified",
M0800,Unsp juvenile rheumatoid arthritis of unspecified site,Unspecified juvenile rheumatoid arthritis of unspecified site,
M08011,"Unspecified juvenile rheumatoid arthritis, right shoulder","Unspecified juvenile rheumatoid arthritis, right shoulder",
M08012,"Unspecified juvenile rheumatoid arthritis, left shoulder","Unspecified juvenile rheumatoid arthritis, left shoulder",
M08019,"Unsp juvenile rheumatoid arthritis, unspecified shoulder","Unspecified juvenile rheumatoid arthritis, unspecified shoulder",
